EPISODE,TITLE,RELEASE_DATE,Apple frame,Aurora borealis,Barn,Beach,Boat,Bridge,Building,Bushes,Cabin,Cactus,Circle frame,Cirrus clouds,Cliff,Clouds,Coniferous tree,Cumulis clouds,Decidious tree,Diane andre,Dock,Double oval frame,Farm,Fence,Fire,Florida frame,Flowers,Fog,Framed,Grass,Guest,Half circle frame,Half oval frame,Hills,Lake,Lakes,Lighthouse,Mill,Moon,At least one mountain,At least two mountains,Nighttime,Ocean,Oval frame,Palm trees,Path,Person,Portrait,Rectangle 3d frame,Rectangular frame,River or stream,Rocks,Seashell frame,Snow,Snow-covered mountain,Split frame,Steve ross,Man-made structure,Sun,Tomb frame,At least one tree,At least two trees,Triple frame,Waterfall,Waves,Windmill,Window frame,Winter setting,Wood framed,painting_index,season,episode,num_colors,youtube_src,Black_Gesso,Bright_Red,Burnt_Umber,Cadmium_Yellow,Dark_Sienna,Indian_Red,Indian_Yellow,Liquid_Black,Liquid_Clear,Midnight_Black,Phthalo_Blue,Phthalo_Green,Prussian_Blue,Sap_Green,Titanium_White,Van_Dyke_Brown,Yellow_Ochre,Alizarin_Crimson,alizarin crimson,bright red,burnt umber,cadmium yellow,dark sienna,indian yellow,indian red,liquid black,liquid clear,black gesso,midnight black,phthalo blue,phthalo green,prussian blue,sap green,titanium white,van dyke brown,yellow ochre,img_url,week_number,year
S16E04,"""MOUNTAIN MIRAGE""",9/7/88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,87,16,4,12,https://www.youtube.com/embed/jfCsew_mz7A,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.390503946,0.457841523,0,0.41526968,0.325597674,0.321798911,0,0,0,0,0.476100763,0.529096537,0,0.565000748,0.287313097,0.370032547,0.318283755,0.388980083,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting87.png,36,1988
S16E05,"""DOUBLE OVAL FANTASY""",9/14/88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,88,16,5,13,https://www.youtube.com/embed/4jAsLpJzjHM,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.355674425,0.369908518,0,0.315462339,0.345230497,0.262787895,0,0,0,0,0.467127704,0.434368767,0.431806369,0.459603133,0.336753419,0.344466295,0.368113878,0.335461286,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting88.png,37,1988
S16E07,"""DEEP WOODS""",9/28/88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,90,16,7,10,https://www.youtube.com/embed/rE5ZVs_YJfE,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0.434440912,0.503063454,0,0.47172834,0.357766232,0,0,0,0,0,0.450870536,0.369207933,0,0,0.307720271,0.362868411,0.330645836,0.438720731,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting90.png,39,1988
S16E08,"""HIGH TIDE""",10/5/88,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,16,8,12,https://www.youtube.com/embed/_IREQ4SIcX8,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.309605422,0.392330399,0,0.401558005,0.239587959,0.287730468,0,0,0,0.160809085,0.33196993,0.360838537,0,0,0.202073108,0.500089916,0.221377985,0.321989204,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting91.png,40,1988
S16E09,"""BARN IN SNOW OVAL""",10/12/88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,93,16,9,7,https://www.youtube.com/embed/wJmi7-G9r-w,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0.379391508,0,0,0,0.329153816,0,0,0,0,0,0.476848178,0.473043511,0,0,0,0.414844243,0.324169185,0.370915985,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting93.png,41,1988
S16E11,"""WATERFALL WONDER""",10/26/88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,95,16,11,11,https://www.youtube.com/embed/AGhXEPfp-W4,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.480890963,0,0,0.270292287,0.549130012,0.291851883,0,0,0,0.579614594,0.739182566,0.435784398,0,0,0.574489128,0.113656503,0.628085749,0.416027049,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting95.png,43,1988
S16E12,"""MIGHTY MOUNTAIN LAKE""",11/2/88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,16,12,11,https://www.youtube.com/embed/4vXB2R8ybDE,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0.417006184,0.391734301,0,0.301728662,0.438995703,0.280328253,0,0,0,0,0.590172862,0,0,0.46736689,0.444341853,0.259095005,0.485456014,0.377108459,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting96.png,44,1988
S16E13,"""WOODED STREAM OVAL""",11/9/88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,97,16,13,12,https://www.youtube.com/embed/-XA2h17y3HU,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.470470943,0.408379336,0,0.299815239,0.528181429,0.305177306,0,0,0,0.548156169,0.647192516,0.374169542,0,0,0.549565285,0.185848945,0.591963543,0.415379468,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting97.png,45,1988
S17E01,"""GOLDEN MIST OVAL""",1/4/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,71,17,1,9,https://www.youtube.com/embed/lhpfaW0k6uM,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0.605311996,0.627987178,0,0.498412873,0.539380699,0,0,0,0,0,0.620928289,0.39110637,0,0,0,0.214356773,0.506948797,0.586163322,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting71.png,1,1989
S17E02,"""THE OLD HOME PLACE""",1/11/89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,72,17,2,11,https://www.youtube.com/embed/EVQcDEiJh2o,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.491363905,0.53614993,0,0.475990127,0.417090565,0.405395569,0,0,0,0,0.516499271,0.40045507,0,0,0.359740617,0.317506683,0.384291951,0.483641177,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting72.png,2,1989
S17E03,"""SOOTHING VISTA""",1/18/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,73,17,3,13,https://www.youtube.com/embed/NqfRLiv0SZ0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.465039983,0.350302022,0,0.217121432,0.594196437,0.267096962,0,0,0,0.774476761,0.660983101,0.312162353,0,0.346030347,0.674715354,0.059282429,0.712512043,0.389525078,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting73.png,3,1989
S17E04,"""STORMY SEAS""",1/25/89,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,74,17,4,9,https://www.youtube.com/embed/LE6agCR5iBw,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0.494869845,0.516721702,0,0.42905088,0.464677076,0,0,0,0,0,0.564993015,0.407255711,0,0,0,0.244774712,0.472210933,0.475444567,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting74.png,4,1989
S17E05,"""COUNTRY TIME""",2/1/89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,75,17,5,13,https://www.youtube.com/embed/e_bt9rQoGN0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0.538673668,0.501525673,0,0.39042733,0.543324509,0.390761531,0,0,0.202775717,0,0.585093442,0.341443911,0,0.376456273,0.507697556,0.236497133,0.52899936,0.497716229,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting75.png,5,1989
S17E06,"""A MILD WINTER'S DAY""",2/8/89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,76,17,6,10,https://www.youtube.com/embed/BbYO579MmhA,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0.33909199,0.47871107,0,0.517585233,0.221010719,0.379454391,0,0,0,0,0.261354207,0.275153177,0,0,0,0.504089397,0.173599803,0.382857965,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting76.png,6,1989
S17E07,"""SPECTACULAR WATERFALL""",2/15/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,77,17,7,15,https://www.youtube.com/embed/nK-HebXL2uw,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.442416618,0.366508544,0,0.25362187,0.531631661,0.273185782,0,0,0.095490152,0.656553906,0.613540434,0.358240781,0.638358619,0.39091546,0.587541569,0.122253235,0.624001996,0.382865297,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting77.png,7,1989
S17E08,"""VIEW FROM THE PARK""",2/22/89,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,78,17,8,13,https://www.youtube.com/embed/Q4n90jsOUtY,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.285155904,0.310844341,0,0.281648532,0.268196408,0.216527067,0,0,0,0,0.383642623,0.373442825,0.347123516,0.392299929,0.257785665,0.477034101,0.284330962,0.272548915,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting78.png,8,1989
S17E10,"""OLD COUNTRY MILL""",3/8/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,80,17,10,11,https://www.youtube.com/embed/n8HlFCQACYA,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.392908101,0.521460215,0,0.544721718,0.282627576,0.400988412,0,0,0,0,0.3507695,0.348302244,0,0,0.225313057,0.452464023,0.241065269,0.424890409,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting80.png,10,1989
S17E11,"""MORNING WALK""",3/15/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,81,17,11,12,https://www.youtube.com/embed/pSvgNkQdR2Y,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0.489389775,0.403939831,0,0.275770155,0.577221273,0,0,0,0,0.689344476,0.646799074,0.331907624,0,0.367099046,0.628587428,0.106552208,0.663455214,0.425480358,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting81.png,11,1989
S17E12,"""NATURE'S SPLENDOR""",3/22/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,82,17,12,13,https://www.youtube.com/embed/uCAtI2IwEwk,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.478991017,0.447046814,0,0.347998873,0.501632443,0.332723836,0,0,0,0.469571806,0.620229689,0.397497718,0,0.433155701,0.500521957,0.226905192,0.540154238,0.436214095,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting82.png,12,1989
S18E01,"""HALF-OVAL VIGNETTE""",7/5/89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,58,18,1,12,https://www.youtube.com/embed/uY3fIry2tOE,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.25693822,0.303011996,0,0.294424707,0.22000076,0.212934509,0,0,0,0,0.300710678,0.349804979,0,0.362484269,0.197029358,0.561956627,0.215358147,0.255352952,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting58.png,27,1989
S18E02,"""ABSOLUTELY AUTUMN""",7/12/89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,59,18,2,11,https://www.youtube.com/embed/PGPVpil2UmE,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.50465732,0.525184523,0,0.442891972,0.442988991,0.39884479,0,0,0,0,0.522332159,0.413780612,0,0,0.385597403,0.300577171,0.407946718,0.488153479,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting59.png,28,1989
S18E02,"""ABSOLUTELY AUTUMN""",7/12/89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,60,18,2,10,https://www.youtube.com/embed/EBZKuVbRY54,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0.442121994,0,0,0.317144569,0.456560616,0,0,0,0.200216138,0.428935929,0.617731577,0.447734908,0,0.483126433,0,0.239845931,0.494712564,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting60.png,28,1989
S18E04,"""CRIMSON OVAL""",7/26/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,61,18,4,12,https://www.youtube.com/embed/R7Y3izMFPbM,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.564785734,0.601436835,0,0.524619062,0.475871349,0.505438224,0,0,0,0.306029749,0.485063375,0.28256913,0,0,0.403467381,0.212867754,0.415155398,0.56882733,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting61.png,30,1989
S18E05,"""AUTUMN EXHIBITION""",8/2/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,62,18,5,11,https://www.youtube.com/embed/6afHY2d9Lv8,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.437710331,0.505281165,0,0.476872377,0.340231118,0.405048446,0,0,0,0,0.376889028,0.307608719,0,0,0.276767674,0.419834155,0.288476152,0.451748601,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting62.png,31,1989
S18E06,"""MAJESTIC PEAKS""",8/9/89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,63,18,6,13,https://www.youtube.com/embed/lilbzLCNnDo,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.2856514,0.353511216,0,0.344729927,0.226366947,0.248859831,0,0,0,0,0.323185021,0.409939978,0.266519154,0.428185575,0.193438319,0.521114225,0.213093281,0.291462905,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting63.png,32,1989
S18E07,"""GOLDEN MORNING MIST""",8/16/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,18,7,12,https://www.youtube.com/embed/rCHXqj4DHlM,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.517467939,0.545761526,0,0.48402764,0.44637746,0.43819799,0,0,0,0.289666373,0.465908114,0.297816659,0,0,0.38064735,0.30760886,0.393688791,0.510815531,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting64.png,33,1989
S18E08,"""WINTER LACE""",8/23/89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,65,18,8,8,https://www.youtube.com/embed/WJF_qoQRPck,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0.201565003,0.310811669,0,0,0.125849013,0,0,0,0,0,0.185260312,0.297001159,0,0.310172022,0,0.731454015,0.103736489,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting65.png,34,1989
S18E09,"""SEASCAPE FANTASY""",8/30/89,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,18,9,11,https://www.youtube.com/embed/sBBBilrDuSw,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.360487874,0,0,0.403026463,0.317524955,0.319590017,0,0,0,0.246548395,0.367103693,0.295155637,0,0,0.290089256,0.392885151,0.308158437,0.361978188,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting66.png,35,1989
S18E10,"""DOUBLE OVAL STREAM""",9/6/89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,67,18,10,13,https://www.youtube.com/embed/rRjnHdr9DmU,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0.55279448,0.545409765,0,0.428677098,0.497760758,0.411286527,0,0.358359948,0,0,0.596842407,0.386633608,0,0.425445488,0.440171071,0.278786305,0.467233658,0.522079788,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting67.png,36,1989
S18E11,"""ENCHANTED FOREST""",9/13/89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,68,18,11,12,https://www.youtube.com/embed/ikR7UT9mVBw,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.416429987,0.47871526,0,0.436124794,0.34163882,0.35315076,0,0,0,0.23124711,0.436672707,0.383663306,0,0,0.292468569,0.425106531,0.314627371,0.417172699,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting68.png,37,1989
S18E12,"""SOUTHWEST SERENITY""",9/20/89,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,18,12,10,https://www.youtube.com/embed/EVfPPJ5FUmA,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0.3778514,0.492960502,0,0.504060357,0.27358073,0,0,0,0,0,0.35489121,0.356253764,0,0,0.218646799,0.414338775,0.236010647,0.404096223,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting69.png,38,1989
S18E12,"""SOUTHWEST SERENITY""",9/20/89,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,18,12,12,https://www.youtube.com/embed/XvnJBynSiT0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0.544430203,0.547830368,0,0.445628556,0.509538648,0.41615527,0,0.403526462,0,0,0.598409728,0.390327471,0,0,0.470307105,0.21960976,0.498972817,0.517805,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting70.png,38,1989
S19E01,"""SNOWFALL MAGIC""",1/3/90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,44,19,1,10,https://www.youtube.com/embed/1enWTsRi16o,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0.234416453,0.365992602,0,0.451175587,0.140144787,0.281129999,0,0,0,0,0.192144013,0.282775763,0,0,0,0.65488573,0.107982155,0.272509137,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting44.png,1,1990
S19E02,"""QUIET MOUNTAIN LAKE""",1/10/90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,45,19,2,14,https://www.youtube.com/embed/2gq2V6dCt2I,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0.434666026,0.344218785,0,0.235344729,0.544724563,0.262232695,0,0,0.102127061,0.695794084,0.601722373,0.304648311,0,0.333941805,0.614880558,0.127793314,0.651298779,0.370450854,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting45.png,2,1990
S19E03,"""FINAL EMBERS OF SUNLIGHT""",1/17/90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,46,19,3,12,https://www.youtube.com/embed/IeFbdk36MUU,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.491151801,0.413215066,0,0.306782729,0.574154728,0.326668555,0,0,0,0,0.570314866,0.290666326,0,0.320765643,0.611191561,0.170636077,0.631162605,0.43368855,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting46.png,3,1990
S19E04,"""SNOWY MORN""",1/24/90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,47,19,4,7,https://www.youtube.com/embed/iB1TDWlo0kk,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0.518518715,0,0,0,0.532952518,0,0,0,0,0,0.646202261,0,0,0.447995316,0,0.170361244,0.572518868,0.477048041,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting47.png,4,1990
